Province,Country,Date,Value
Yukon,Canada,4/5/2020,6
Yukon,Canada,4/4/2020,6
Yukon,Canada,4/3/2020,6
Yukon,Canada,4/2/2020,6
Yukon,Canada,4/1/2020,5
Yukon,Canada,3/31/2020,5
Yukon,Canada,3/30/2020,4
Yukon,Canada,3/29/2020,4
Yukon,Canada,3/28/2020,4
Yukon,Canada,3/27/2020,3
Yukon,Canada,3/26/2020,3
Yukon,Canada,3/25/2020,0
Yukon,Canada,3/24/2020,0
Yukon,Canada,3/23/2020,0
Yukon,Canada,3/22/2020,0
Yukon,Canada,3/21/2020,0
Yukon,Canada,3/20/2020,0
Yukon,Canada,3/19/2020,0
Yukon,Canada,3/18/2020,0
Yukon,Canada,3/17/2020,0
Yukon,Canada,3/16/2020,0
Yukon,Canada,3/15/2020,0
Yukon,Canada,3/14/2020,0
Yukon,Canada,3/13/2020,0
Yukon,Canada,3/12/2020,0
Yukon,Canada,3/11/2020,0
Yukon,Canada,3/10/2020,0
Yukon,Canada,3/9/2020,0
Yukon,Canada,3/8/2020,0
Yukon,Canada,3/7/2020,0
Yukon,Canada,3/6/2020,0
Yukon,Canada,3/5/2020,0
Yukon,Canada,3/4/2020,0
Yukon,Canada,3/3/2020,0
Yukon,Canada,3/2/2020,0
Yukon,Canada,3/1/2020,0
Yukon,Canada,2/29/2020,0
Yukon,Canada,2/28/2020,0
Yukon,Canada,2/27/2020,0
Yukon,Canada,2/26/2020,0
Yukon,Canada,2/25/2020,0
Yukon,Canada,2/24/2020,0
Yukon,Canada,2/23/2020,0
Yukon,Canada,2/22/2020,0
Yukon,Canada,2/21/2020,0
Yukon,Canada,2/20/2020,0
Yukon,Canada,2/19/2020,0
Yukon,Canada,2/18/2020,0
Yukon,Canada,2/17/2020,0
Yukon,Canada,2/16/2020,0
Yukon,Canada,2/15/2020,0
Yukon,Canada,2/14/2020,0
Yukon,Canada,2/13/2020,0
Yukon,Canada,2/12/2020,0
Yukon,Canada,2/11/2020,0
Yukon,Canada,2/10/2020,0
Yukon,Canada,2/9/2020,0
Yukon,Canada,2/8/2020,0
Yukon,Canada,2/7/2020,0
Yukon,Canada,2/6/2020,0
Yukon,Canada,2/5/2020,0
Yukon,Canada,2/4/2020,0
Yukon,Canada,2/3/2020,0
Yukon,Canada,2/2/2020,0
Yukon,Canada,2/1/2020,0
Yukon,Canada,1/31/2020,0
Yukon,Canada,1/30/2020,0
Yukon,Canada,1/29/2020,0
Yukon,Canada,1/28/2020,0
Yukon,Canada,1/27/2020,0
Yukon,Canada,1/26/2020,0
Yukon,Canada,1/25/2020,0
Yukon,Canada,1/24/2020,0
Yukon,Canada,1/23/2020,0
Yukon,Canada,1/22/2020,0
,Central African Republic,4/14/2020,11
,Central African Republic,4/13/2020,11
,Central African Republic,4/12/2020,8
,Central African Republic,4/11/2020,8
,Central African Republic,4/10/2020,8
,Central African Republic,4/9/2020,8
,Central African Republic,4/8/2020,8
,Central African Republic,4/7/2020,8
,Central African Republic,4/6/2020,8
,Central African Republic,4/5/2020,8
,Central African Republic,4/4/2020,8
,Central African Republic,4/3/2020,8
,Central African Republic,4/2/2020,3
,Central African Republic,4/1/2020,3
,Central African Republic,3/31/2020,3
,Central African Republic,3/30/2020,3
,Central African Republic,3/29/2020,3
,Central African Republic,3/28/2020,3
,Central African Republic,3/27/2020,3
,Central African Republic,3/26/2020,3
,Central African Republic,3/25/2020,3
,Central African Republic,3/24/2020,3
,Central African Republic,3/23/2020,3
,Central African Republic,3/22/2020,3
,Central African Republic,3/21/2020,3
,Central African Republic,3/20/2020,3
,Central African Republic,3/19/2020,1
,Central African Republic,3/18/2020,1
,Central African Republic,3/17/2020,1
,Central African Republic,3/16/2020,1
,Central African Republic,3/15/2020,1
,Central African Republic,3/14/2020,0
,Central African Republic,3/13/2020,0
,Central African Republic,3/12/2020,0
,Central African Republic,3/11/2020,0
,Central African Republic,3/10/2020,0
,Central African Republic,3/9/2020,0
,Central African Republic,3/8/2020,0
,Central African Republic,3/7/2020,0
,Central African Republic,3/6/2020,0
,Central African Republic,3/5/2020,0
,Central African Republic,3/4/2020,0
,Central African Republic,3/3/2020,0
,Central African Republic,3/2/2020,0
,Central African Republic,3/1/2020,0
,Central African Republic,2/29/2020,0
,Central African Republic,2/28/2020,0
,Central African Republic,2/27/2020,0
,Central African Republic,2/26/2020,0
,Central African Republic,2/25/2020,0
,Central African Republic,2/24/2020,0
,Central African Republic,2/23/2020,0
,Central African Republic,2/22/2020,0
,Central African Republic,2/21/2020,0
,Central African Republic,2/20/2020,0
,Central African Republic,2/19/2020,0
,Central African Republic,2/18/2020,0
,Central African Republic,2/17/2020,0
,Central African Republic,2/16/2020,0
,Central African Republic,2/15/2020,0
,Central African Republic,2/14/2020,0
,Central African Republic,2/13/2020,0
,Central African Republic,2/12/2020,0
,Central African Republic,2/11/2020,0
,Central African Republic,2/10/2020,0
,Central African Republic,2/9/2020,0
,Central African Republic,2/8/2020,0
,Central African Republic,2/7/2020,0
,Central African Republic,2/6/2020,0
,Central African Republic,2/5/2020,0
,Central African Republic,2/4/2020,0
,Central African Republic,2/3/2020,0
,Central African Republic,2/2/2020,0
,Central African Republic,2/1/2020,0
,Central African Republic,1/31/2020,0
,Central African Republic,1/30/2020,0
,Central African Republic,1/29/2020,0
,Central African Republic,1/28/2020,0
,Central African Republic,1/27/2020,0
,Central African Republic,1/26/2020,0
,Central African Republic,1/25/2020,0
,Central African Republic,1/24/2020,0
,Central African Republic,1/23/2020,0
,Central African Republic,1/22/2020,0
,Chad,4/14/2020,23
,Chad,4/13/2020,23
,Chad,4/12/2020,18
,Chad,4/11/2020,11
,Chad,4/10/2020,11
,Chad,4/9/2020,11
,Chad,4/8/2020,10
,Chad,4/7/2020,10
,Chad,4/6/2020,9
,Chad,4/5/2020,9
,Chad,4/4/2020,9
,Chad,4/3/2020,8
,Chad,4/2/2020,8
,Chad,4/1/2020,7
,Chad,3/31/2020,7
,Chad,3/30/2020,5
,Chad,3/29/2020,3
,Chad,3/28/2020,3
,Chad,3/27/2020,3
,Chad,3/26/2020,3
,Chad,3/25/2020,3
,Chad,3/24/2020,3
,Chad,3/23/2020,1
,Chad,3/22/2020,1
,Chad,3/21/2020,1
,Chad,3/20/2020,1
,Chad,3/19/2020,1
,Chad,3/18/2020,0
,Chad,3/17/2020,0
,Chad,3/16/2020,0
,Chad,3/15/2020,0
,Chad,3/14/2020,0
,Chad,3/13/2020,0
,Chad,3/12/2020,0
,Chad,3/11/2020,0
,Chad,3/10/2020,0
,Chad,3/9/2020,0
,Chad,3/8/2020,0
,Chad,3/7/2020,0
,Chad,3/6/2020,0
,Chad,3/5/2020,0
,Chad,3/4/2020,0
,Chad,3/3/2020,0
,Chad,3/2/2020,0
,Chad,3/1/2020,0
,Chad,2/29/2020,0
,Chad,2/28/2020,0
,Chad,2/27/2020,0
,Chad,2/26/2020,0
,Chad,2/25/2020,0
,Chad,2/24/2020,0
,Chad,2/23/2020,0
,Chad,2/22/2020,0
,Chad,2/21/2020,0
,Chad,2/20/2020,0
,Chad,2/19/2020,0
,Chad,2/18/2020,0
,Chad,2/17/2020,0
,Chad,2/16/2020,0
,Chad,2/15/2020,0
,Chad,2/14/2020,0
,Chad,2/13/2020,0
,Chad,2/12/2020,0
,Chad,2/11/2020,0
,Chad,2/10/2020,0
,Chad,2/9/2020,0
,Chad,2/8/2020,0
,Chad,2/7/2020,0
,Chad,2/6/2020,0
,Chad,2/5/2020,0
,Chad,2/4/2020,0
,Chad,2/3/2020,0
,Chad,2/2/2020,0
,Chad,2/1/2020,0
,Chad,1/31/2020,0
,Chad,1/30/2020,0
,Chad,1/29/2020,0
,Chad,1/28/2020,0
,Chad,1/27/2020,0
,Chad,1/26/2020,0
,Chad,1/25/2020,0
,Chad,1/24/2020,0
,Chad,1/23/2020,0
,Chad,1/22/2020,0
,Chile,4/14/2020,7917
,Chile,4/13/2020,7525
,Chile,4/12/2020,7213
,Chile,4/11/2020,6927
,Chile,4/10/2020,6501
,Chile,4/9/2020,5972
,Chile,4/8/2020,5546
,Chile,4/7/2020,5116
,Chile,4/6/2020,4815
,Chile,4/5/2020,4471
,Chile,4/4/2020,4161
,Chile,4/3/2020,3737
,Chile,4/2/2020,3404
,Chile,4/1/2020,3031
,Chile,3/31/2020,2738
,Chile,3/30/2020,2449
,Chile,3/29/2020,2139
,Chile,3/28/2020,1909
,Chile,3/27/2020,1610
,Chile,3/26/2020,1306
,Chile,3/25/2020,1142
,Chile,3/24/2020,922
,Chile,3/23/2020,746
,Chile,3/22/2020,632
,Chile,3/21/2020,537
,Chile,3/20/2020,434
,Chile,3/19/2020,238
,Chile,3/18/2020,238
,Chile,3/17/2020,201
,Chile,3/16/2020,155
,Chile,3/15/2020,74
,Chile,3/14/2020,61
,Chile,3/13/2020,43
,Chile,3/12/2020,23
,Chile,3/11/2020,23
,Chile,3/10/2020,13
,Chile,3/9/2020,8
,Chile,3/8/2020,8
,Chile,3/7/2020,4
,Chile,3/6/2020,4
,Chile,3/5/2020,4
,Chile,3/4/2020,1
,Chile,3/3/2020,1
,Chile,3/2/2020,0
,Chile,3/1/2020,0
,Chile,2/29/2020,0
,Chile,2/28/2020,0
,Chile,2/27/2020,0
,Chile,2/26/2020,0
,Chile,2/25/2020,0
,Chile,2/24/2020,0
,Chile,2/23/2020,0
,Chile,2/22/2020,0
,Chile,2/21/2020,0
,Chile,2/20/2020,0
,Chile,2/19/2020,0
,Chile,2/18/2020,0
,Chile,2/17/2020,0
,Chile,2/16/2020,0
,Chile,2/15/2020,0
,Chile,2/14/2020,0
,Chile,2/13/2020,0
,Chile,2/12/2020,0
,Chile,2/11/2020,0
,Chile,2/10/2020,0
,Chile,2/9/2020,0
,Chile,2/8/2020,0
,Chile,2/7/2020,0
,Chile,2/6/2020,0
,Chile,2/5/2020,0
,Chile,2/4/2020,0
,Chile,2/3/2020,0
,Chile,2/2/2020,0
,Chile,2/1/2020,0
,Chile,1/31/2020,0
,Chile,1/30/2020,0
,Chile,1/29/2020,0
,Chile,1/28/2020,0
,Chile,1/27/2020,0
,Chile,1/26/2020,0
,Chile,1/25/2020,0
,Chile,1/24/2020,0
,Chile,1/23/2020,0
,Chile,1/22/2020,0
Anhui,China,4/14/2020,991
Anhui,China,4/13/2020,991
Anhui,China,4/12/2020,991
Anhui,China,4/11/2020,991
Anhui,China,4/10/2020,991
Anhui,China,4/9/2020,991
Anhui,China,4/8/2020,990
Anhui,China,4/7/2020,990
Anhui,China,4/6/2020,990
Anhui,China,4/5/2020,990
Anhui,China,4/4/2020,990
Anhui,China,4/3/2020,990
Anhui,China,4/2/2020,990
Anhui,China,4/1/2020,990
Anhui,China,3/31/2020,990
Anhui,China,3/30/2020,990
Anhui,China,3/29/2020,990
Anhui,China,3/28/2020,990
Anhui,China,3/27/2020,990
Anhui,China,3/26/2020,990
Anhui,China,3/25/2020,990
Anhui,China,3/24/2020,990
Anhui,China,3/23/2020,990
Anhui,China,3/22/2020,990
Anhui,China,3/21/2020,990
Anhui,China,3/20/2020,990
Anhui,China,3/19/2020,990
Anhui,China,3/18/2020,990
Anhui,China,3/17/2020,990
Anhui,China,3/16/2020,990
Anhui,China,3/15/2020,990
Anhui,China,3/14/2020,990
Anhui,China,3/13/2020,990
Anhui,China,3/12/2020,990
Anhui,China,3/11/2020,990
Anhui,China,3/10/2020,990
Anhui,China,3/9/2020,990
Anhui,China,3/8/2020,990
Anhui,China,3/7/2020,990
Anhui,China,3/6/2020,990
Anhui,China,3/5/2020,990
Anhui,China,3/4/2020,990
Anhui,China,3/3/2020,990
Anhui,China,3/2/2020,990
Anhui,China,3/1/2020,990
Anhui,China,2/29/2020,990
Anhui,China,2/28/2020,990
Anhui,China,2/27/2020,989
Anhui,China,2/26/2020,989
Anhui,China,2/25/2020,989
Anhui,China,2/24/2020,989
Anhui,China,2/23/2020,989
Anhui,China,2/22/2020,989
Anhui,China,2/21/2020,988
Anhui,China,2/20/2020,987
Anhui,China,2/19/2020,986
Anhui,China,2/18/2020,982
Anhui,China,2/17/2020,973
Anhui,China,2/16/2020,962
Anhui,China,2/15/2020,950
Anhui,China,2/14/2020,934
Anhui,China,2/13/2020,910
Anhui,China,2/12/2020,889
Anhui,China,2/11/2020,860
Anhui,China,2/10/2020,830
Anhui,China,2/9/2020,779
Anhui,China,2/8/2020,733
Anhui,China,2/7/2020,665
Anhui,China,2/6/2020,591
Anhui,China,2/5/2020,530
Anhui,China,2/4/2020,480
Anhui,China,2/3/2020,408
Anhui,China,2/2/2020,340
Anhui,China,2/1/2020,297
Anhui,China,1/31/2020,237
Anhui,China,1/30/2020,200
Anhui,China,1/29/2020,152
Anhui,China,1/28/2020,106
Anhui,China,1/27/2020,70
Anhui,China,1/26/2020,60
Anhui,China,1/25/2020,39
Anhui,China,1/24/2020,15
Anhui,China,1/23/2020,9
Anhui,China,1/22/2020,1
Beijing,China,4/14/2020,589
Beijing,China,4/13/2020,589
Beijing,China,4/12/2020,589
Beijing,China,4/11/2020,589
Beijing,China,4/10/2020,588
Beijing,China,4/9/2020,588
Beijing,China,4/8/2020,588
Beijing,China,4/7/2020,587
Beijing,China,4/6/2020,587
Beijing,China,4/5/2020,586
Beijing,China,4/4/2020,585
Beijing,China,4/3/2020,584
Beijing,China,4/2/2020,582
Beijing,China,4/1/2020,580
Beijing,China,3/31/2020,580
Beijing,China,3/30/2020,577
Beijing,China,3/29/2020,577
Beijing,China,3/28/2020,573
Beijing,China,3/27/2020,569
Beijing,China,3/26/2020,566
Beijing,China,3/25/2020,561
Beijing,China,3/24/2020,558
Beijing,China,3/23/2020,537
Beijing,China,3/22/2020,522
Beijing,China,3/21/2020,504
Beijing,China,3/20/2020,491
Beijing,China,3/19/2020,480
Beijing,China,3/18/2020,469
Beijing,China,3/17/2020,456
Beijing,China,3/16/2020,452
Beijing,China,3/15/2020,442
Beijing,China,3/14/2020,437
Beijing,China,3/13/2020,436
Beijing,China,3/12/2020,435
Beijing,China,3/11/2020,435
Beijing,China,3/10/2020,429
Beijing,China,3/9/2020,428
Beijing,China,3/8/2020,428
Beijing,China,3/7/2020,426
Beijing,China,3/6/2020,422
Beijing,China,3/5/2020,418
Beijing,China,3/4/2020,418
Beijing,China,3/3/2020,414
Beijing,China,3/2/2020,414
Beijing,China,3/1/2020,413
Beijing,China,2/29/2020,411
Beijing,China,2/28/2020,410
Beijing,China,2/27/2020,410
Beijing,China,2/26/2020,400
Beijing,China,2/25/2020,400
Beijing,China,2/24/2020,399
Beijing,China,2/23/2020,399
Beijing,China,2/22/2020,399
Beijing,China,2/21/2020,396
Beijing,China,2/20/2020,395
Beijing,China,2/19/2020,393
Beijing,China,2/18/2020,387
Beijing,China,2/17/2020,381
Beijing,China,2/16/2020,380
Beijing,China,2/15/2020,375
Beijing,China,2/14/2020,372
Beijing,China,2/13/2020,366
Beijing,China,2/12/2020,352
Beijing,China,2/11/2020,342
Beijing,China,2/10/2020,337
Beijing,China,2/9/2020,326
Beijing,China,2/8/2020,315
Beijing,China,2/7/2020,297
Beijing,China,2/6/2020,274
Beijing,China,2/5/2020,253
Beijing,China,2/4/2020,228
Beijing,China,2/3/2020,212
Beijing,China,2/2/2020,191
Beijing,China,2/1/2020,168
Beijing,China,1/31/2020,139
Beijing,China,1/30/2020,114
Beijing,China,1/29/2020,111
Beijing,China,1/28/2020,91
Beijing,China,1/27/2020,80
Beijing,China,1/26/2020,68
Beijing,China,1/25/2020,41
Beijing,China,1/24/2020,36
Beijing,China,1/23/2020,22
Beijing,China,1/22/2020,14
Chongqing,China,4/14/2020,579
Chongqing,China,4/13/2020,579
Chongqing,China,4/12/2020,579
Chongqing,China,4/11/2020,579
Chongqing,China,4/10/2020,579
Chongqing,China,4/9/2020,579
Chongqing,China,4/8/2020,579
Chongqing,China,4/7/2020,579
Chongqing,China,4/6/2020,579
Chongqing,China,4/5/2020,579
Chongqing,China,4/4/2020,579
Chongqing,China,4/3/2020,579
Chongqing,China,4/2/2020,579
Chongqing,China,4/1/2020,579
Chongqing,China,3/31/2020,579
Chongqing,China,3/30/2020,579
Chongqing,China,3/29/2020,579
Chongqing,China,3/28/2020,578
Chongqing,China,3/27/2020,578
Chongqing,China,3/26/2020,578
Chongqing,China,3/25/2020,578
Chongqing,China,3/24/2020,578
Chongqing,China,3/23/2020,578
Chongqing,China,3/22/2020,577
Chongqing,China,3/21/2020,576
Chongqing,China,3/20/2020,576
Chongqing,China,3/19/2020,576
Chongqing,China,3/18/2020,576
Chongqing,China,3/17/2020,576
Chongqing,China,3/16/2020,576
Chongqing,China,3/15/2020,576
Chongqing,China,3/14/2020,576
Chongqing,China,3/13/2020,576
Chongqing,China,3/12/2020,576
Chongqing,China,3/11/2020,576
Chongqing,China,3/10/2020,576
Chongqing,China,3/9/2020,576
Chongqing,China,3/8/2020,576
Chongqing,China,3/7/2020,576
Chongqing,China,3/6/2020,576
Chongqing,China,3/5/2020,576
Chongqing,China,3/4/2020,576
Chongqing,China,3/3/2020,576
Chongqing,China,3/2/2020,576
Chongqing,China,3/1/2020,576
Chongqing,China,2/29/2020,576
Chongqing,China,2/28/2020,576
Chongqing,China,2/27/2020,576
Chongqing,China,2/26/2020,576
Chongqing,China,2/25/2020,576
Chongqing,China,2/24/2020,576
Chongqing,China,2/23/2020,575
Chongqing,China,2/22/2020,573
Chongqing,China,2/21/2020,572
Chongqing,China,2/20/2020,567
Chongqing,China,2/19/2020,560
Chongqing,China,2/18/2020,555
Chongqing,China,2/17/2020,553
Chongqing,China,2/16/2020,551
Chongqing,China,2/15/2020,544
Chongqing,China,2/14/2020,537
Chongqing,China,2/13/2020,529
Chongqing,China,2/12/2020,518
Chongqing,China,2/11/2020,505
Chongqing,China,2/10/2020,486
Chongqing,China,2/9/2020,468
Chongqing,China,2/8/2020,428
Chongqing,China,2/7/2020,426
Chongqing,China,2/6/2020,411
Chongqing,China,2/5/2020,389
Chongqing,China,2/4/2020,366
Chongqing,China,2/3/2020,337
Chongqing,China,2/2/2020,300
Chongqing,China,2/1/2020,247
Chongqing,China,1/31/2020,211
Chongqing,China,1/30/2020,182
Chongqing,China,1/29/2020,147
Chongqing,China,1/28/2020,132
Chongqing,China,1/27/2020,110
Chongqing,China,1/26/2020,75
Chongqing,China,1/25/2020,57
Chongqing,China,1/24/2020,27
Chongqing,China,1/23/2020,9
Chongqing,China,1/22/2020,6
Fujian,China,4/14/2020,353
Fujian,China,4/13/2020,352
Fujian,China,4/12/2020,352
Fujian,China,4/11/2020,351
Fujian,China,4/10/2020,351
Fujian,China,4/9/2020,351
Fujian,China,4/8/2020,351
Fujian,China,4/7/2020,351
Fujian,China,4/6/2020,350
Fujian,China,4/5/2020,350
Fujian,China,4/4/2020,350
Fujian,China,4/3/2020,349
Fujian,China,4/2/2020,345
Fujian,China,4/1/2020,345
Fujian,China,3/31/2020,343
Fujian,China,3/30/2020,340
Fujian,China,3/29/2020,338
Fujian,China,3/28/2020,337
Fujian,China,3/27/2020,331
Fujian,China,3/26/2020,328
Fujian,China,3/25/2020,322
Fujian,China,3/24/2020,318
Fujian,China,3/23/2020,313
Fujian,China,3/22/2020,313
Fujian,China,3/21/2020,303
Fujian,China,3/20/2020,299
Fujian,China,3/19/2020,296
Fujian,China,3/18/2020,296
Fujian,China,3/17/2020,296
Fujian,China,3/16/2020,296
Fujian,China,3/15/2020,296
Fujian,China,3/14/2020,296
Fujian,China,3/13/2020,296
Fujian,China,3/12/2020,296
Fujian,China,3/11/2020,296
Fujian,China,3/10/2020,296
Fujian,China,3/9/2020,296
Fujian,China,3/8/2020,296
Fujian,China,3/7/2020,296
Fujian,China,3/6/2020,296
Fujian,China,3/5/2020,296
Fujian,China,3/4/2020,296
Fujian,China,3/3/2020,296
Fujian,China,3/2/2020,296
Fujian,China,3/1/2020,296
Fujian,China,2/29/2020,296
Fujian,China,2/28/2020,296
Fujian,China,2/27/2020,296
Fujian,China,2/26/2020,294
Fujian,China,2/25/2020,294
Fujian,China,2/24/2020,293
Fujian,China,2/23/2020,293
Fujian,China,2/22/2020,293
Fujian,China,2/21/2020,293
Fujian,China,2/20/2020,293
Fujian,China,2/19/2020,293
Fujian,China,2/18/2020,292
Fujian,China,2/17/2020,290
Fujian,China,2/16/2020,287
Fujian,China,2/15/2020,285
Fujian,China,2/14/2020,281
Fujian,China,2/13/2020,279
Fujian,China,2/12/2020,272
Fujian,China,2/11/2020,267
Fujian,China,2/10/2020,261
Fujian,China,2/9/2020,250
Fujian,China,2/8/2020,239
Fujian,China,2/7/2020,224
Fujian,China,2/6/2020,215
Fujian,China,2/5/2020,205
Fujian,China,2/4/2020,194
Fujian,China,2/3/2020,179
Fujian,China,2/2/2020,159
Fujian,China,2/1/2020,144
Fujian,China,1/31/2020,120
Fujian,China,1/30/2020,101
Fujian,China,1/29/2020,84
Fujian,China,1/28/2020,80
Fujian,China,1/27/2020,59
Fujian,China,1/26/2020,35
Fujian,China,1/25/2020,18
Fujian,China,1/24/2020,10
Fujian,China,1/23/2020,5
Fujian,China,1/22/2020,1
Gansu,China,4/14/2020,139
Gansu,China,4/13/2020,139
Gansu,China,4/12/2020,139
Gansu,China,4/11/2020,139
Gansu,China,4/10/2020,139
Gansu,China,4/9/2020,139
Gansu,China,4/8/2020,139
Gansu,China,4/7/2020,139
Gansu,China,4/6/2020,139
Gansu,China,4/5/2020,138
Gansu,China,4/4/2020,138
Gansu,China,4/3/2020,138
Gansu,China,4/2/2020,138
Gansu,China,4/1/2020,138
Gansu,China,3/31/2020,138
Gansu,China,3/30/2020,138
Gansu,China,3/29/2020,138
Gansu,China,3/28/2020,136
Gansu,China,3/27/2020,136
Gansu,China,3/26/2020,136
Gansu,China,3/25/2020,136
Gansu,China,3/24/2020,136
Gansu,China,3/23/2020,136
Gansu,China,3/22/2020,136
Gansu,China,3/21/2020,134
Gansu,China,3/20/2020,134
Gansu,China,3/19/2020,134
Gansu,China,3/18/2020,133
Gansu,China,3/17/2020,133
Gansu,China,3/16/2020,133
Gansu,China,3/15/2020,133
Gansu,China,3/14/2020,129
Gansu,China,3/13/2020,127
Gansu,China,3/12/2020,127
Gansu,China,3/11/2020,127
Gansu,China,3/10/2020,125
Gansu,China,3/9/2020,124
Gansu,China,3/8/2020,124
Gansu,China,3/7/2020,120
Gansu,China,3/6/2020,119
Gansu,China,3/5/2020,102
Gansu,China,3/4/2020,91
Gansu,China,3/3/2020,91
Gansu,China,3/2/2020,91
Gansu,China,3/1/2020,91
Gansu,China,2/29/2020,91
Gansu,China,2/28/2020,91
Gansu,China,2/27/2020,91
Gansu,China,2/26/2020,91
Gansu,China,2/25/2020,91
Gansu,China,2/24/2020,91
Gansu,China,2/23/2020,91
Gansu,China,2/22/2020,91
Gansu,China,2/21/2020,91
Gansu,China,2/20/2020,91
Gansu,China,2/19/2020,91
Gansu,China,2/18/2020,91
Gansu,China,2/17/2020,91
Gansu,China,2/16/2020,90
Gansu,China,2/15/2020,90
Gansu,China,2/14/2020,90
Gansu,China,2/13/2020,90
Gansu,China,2/12/2020,87
Gansu,China,2/11/2020,86
Gansu,China,2/10/2020,83
Gansu,China,2/9/2020,83
Gansu,China,2/8/2020,79
Gansu,China,2/7/2020,67
Gansu,China,2/6/2020,62
Gansu,China,2/5/2020,62
Gansu,China,2/4/2020,57
Gansu,China,2/3/2020,55
Gansu,China,2/2/2020,51
Gansu,China,2/1/2020,40
Gansu,China,1/31/2020,29
Gansu,China,1/30/2020,26
Gansu,China,1/29/2020,24
Gansu,China,1/28/2020,19
Gansu,China,1/27/2020,14
Gansu,China,1/26/2020,7
Gansu,China,1/25/2020,4
Gansu,China,1/24/2020,2
Gansu,China,1/23/2020,2
Gansu,China,1/22/2020,0
Guangdong,China,4/14/2020,1564
Guangdong,China,4/13/2020,1555
Guangdong,China,4/12/2020,1552
Guangdong,China,4/11/2020,1548
Guangdong,China,4/10/2020,1544
Guangdong,China,4/9/2020,1539
Guangdong,China,4/8/2020,1536
Guangdong,China,4/7/2020,1533
Guangdong,China,4/6/2020,1532
Guangdong,China,4/5/2020,1524
Guangdong,China,4/4/2020,1516
Guangdong,China,4/3/2020,1514
Guangdong,China,4/2/2020,1507
Guangdong,China,4/1/2020,1501
Guangdong,China,3/31/2020,1494
Guangdong,China,3/30/2020,1484
Guangdong,China,3/29/2020,1475
Guangdong,China,3/28/2020,1467
Guangdong,China,3/27/2020,1456
Guangdong,China,3/26/2020,1448
Guangdong,China,3/25/2020,1433
Guangdong,China,3/24/2020,1428
Guangdong,China,3/23/2020,1415
Guangdong,China,3/22/2020,1413
Guangdong,China,3/21/2020,1400
Guangdong,China,3/20/2020,1395
Guangdong,China,3/19/2020,1378
Guangdong,China,3/18/2020,1370
Guangdong,China,3/17/2020,1364
Guangdong,China,3/16/2020,1361
Guangdong,China,3/15/2020,1360
Guangdong,China,3/14/2020,1356
Guangdong,China,3/13/2020,1356
Guangdong,China,3/12/2020,1356
Guangdong,China,3/11/2020,1356
Guangdong,China,3/10/2020,1353
Guangdong,China,3/9/2020,1352
Guangdong,China,3/8/2020,1352
Guangdong,China,3/7/2020,1352
Guangdong,China,3/6/2020,1352
Guangdong,China,3/5/2020,1351
Guangdong,China,3/4/2020,1350
Guangdong,China,3/3/2020,1350
Guangdong,China,3/2/2020,1350
Guangdong,China,3/1/2020,1349
Guangdong,China,2/29/2020,1349
Guangdong,China,2/28/2020,1348
Guangdong,China,2/27/2020,1347
Guangdong,China,2/26/2020,1347
Guangdong,China,2/25/2020,1347
Guangdong,China,2/24/2020,1345
Guangdong,China,2/23/2020,1342
Guangdong,China,2/22/2020,1339
Guangdong,China,2/21/2020,1333
Guangdong,China,2/20/2020,1332
Guangdong,China,2/19/2020,1331
Guangdong,China,2/18/2020,1328
Guangdong,China,2/17/2020,1322
Guangdong,China,2/16/2020,1316
Guangdong,China,2/15/2020,1294
Guangdong,China,2/14/2020,1261
Guangdong,China,2/13/2020,1241
Guangdong,China,2/12/2020,1219
Guangdong,China,2/11/2020,1177
Guangdong,China,2/10/2020,1159
Guangdong,China,2/9/2020,1131
Guangdong,China,2/8/2020,1095
Guangdong,China,2/7/2020,1034
Guangdong,China,2/6/2020,970
Guangdong,China,2/5/2020,895
Guangdong,China,2/4/2020,813
Guangdong,China,2/3/2020,725
Guangdong,China,2/2/2020,632
Guangdong,China,2/1/2020,535
Guangdong,China,1/31/2020,436
Guangdong,China,1/30/2020,354
Guangdong,China,1/29/2020,277
Guangdong,China,1/28/2020,207
Guangdong,China,1/27/2020,151
Guangdong,China,1/26/2020,111
Guangdong,China,1/25/2020,78
Guangdong,China,1/24/2020,53
Guangdong,China,1/23/2020,32
Guangdong,China,1/22/2020,26
Guangxi,China,4/14/2020,254
Guangxi,China,4/13/2020,254
Guangxi,China,4/12/2020,254
Guangxi,China,4/11/2020,254
Guangxi,China,4/10/2020,254
Guangxi,China,4/9/2020,254
Guangxi,China,4/8/2020,254
Guangxi,China,4/7/2020,254
Guangxi,China,4/6/2020,254
Guangxi,China,4/5/2020,254
Guangxi,China,4/4/2020,254
Guangxi,China,4/3/2020,254
Guangxi,China,4/2/2020,254
Guangxi,China,4/1/2020,254
Guangxi,China,3/31/2020,254
Guangxi,China,3/30/2020,254
Guangxi,China,3/29/2020,254
Guangxi,China,3/28/2020,254
Guangxi,China,3/27/2020,254
Guangxi,China,3/26/2020,254
Guangxi,China,3/25/2020,254
Guangxi,China,3/24/2020,254
Guangxi,China,3/23/2020,254
Guangxi,China,3/22/2020,254
Guangxi,China,3/21/2020,254
Guangxi,China,3/20/2020,254
Guangxi,China,3/19/2020,253
Guangxi,China,3/18/2020,253
Guangxi,China,3/17/2020,253
Guangxi,China,3/16/2020,252
Guangxi,China,3/15/2020,252
